Equipment Code,Elevator or Escalator,Asset Class,Station MRN,Station Name,Station Description,Station Complex MRN,Station Complex Description,Subway Line,Borough,X Coordinate,Y Coordinate,Original Installation Date,Latest Installation Date,Service Status Code,Service Status,Service Life,NYCT Owned,Maintained By,Installer,Revenue Machine,ADA Compliant,Street Access,Exposed to Weather,Escalator Rise,Elevator Rise,Elevator Capacity,Elevator Loading Class,Elevator Number of Landings,Escalator Number of Steps,Escalator Step Width,Elevator Direction Serviced,Elevator Order,Elevator Mezzanine 1 Access,Elevator Mezzanine 2 Access,Elevator Platform Access,Notes,Redundant Elevator,Redundant Elevator Street Access,Redundant Elevator Mezzanine Access,Redundant Elevator Access Between Mezzanines,Redundant Elevator Platform Access,Alternative Route,Georeference
ES374,Escalator,Escalator,330,SOUTHFERRY-7AV-1,South Ferry - Station,635,South Ferry (1)/Whitehall St (R),IRT-V-7AV,Manhattan,40.70242,-74.014175,03/16/2009,06/27/2017,IFIS,Installed-Functioning-In Service,22,YES,NYCT,KONE,YES,,NO,NO,5883 mm (19' 3 5/8in),,,,,87,"40in (NOMINAL), 996 mm",,,,,,mezzanine (State St & Pearl St) to platform for uptown 1 service,,,,,,,POINT (-74.014175 40.70242)
EL252,Elevator,Elevator Traction,,,,,,,Manhattan,40.764896,-73.98612,09/01/1982,09/01/1982,IFIS,Installed-Functioning-In Service,22,YES,NYCT,OTIS,NO,NO,NO,NO,,,3000,Passenger Yard,,,,,,,,,Passenger Yard At 53Rd Street Power Control Ctr,,,,,,,POINT (-73.98612 40.764896)
EL779,Elevator,Elevator Traction,285,METROPOLITANAV-XTN-G,Metropolitan Av - Station,629,Metropolitan Av (G)/Lorimer St (L),IND-E-CROSSTOWN,Brooklyn,40.71406,-73.95027,04/01/2024,04/01/2024,IFIS,Installed-Functioning-In Service,22,YES,Third-Party Contractor,,YES,YES,YES,YES,,,,,2,,,Both,1,+,-,-,SE corner of Metropolitan Avenue and Union Avenue  to the mezzanine control area.,-,,,,,"If you are on the street:  Travel east on Metropolitan Av to Graham Av and take a Greenpoint-bound B43 bus to Manhattan Av and Greenpoint Av. Use the elevator (EL763) to access Greenpoint Av (G) station. Or, travel one block west to Lorimer St and take a Manhattan-bound L to Bedford Av. Then, transfer to a Long Island City-bound B62 bus (Bedford Av and North 5 St) to Manhattan Av and Greenpoint Av. Use the elevator (EL763) to access Greenpoint Av (G) station.  If you are in the mezzanine:  Take a Court Sq-bound G to Greenpoint Av. Then, exit the station and take a Lefferts Gardens-bound B43 bus (Manhattan Av and Calyer St) to Graham Av and Metropolitan Av. Travel west on Metropolitan Av to Union Av.",POINT (-73.95027 40.71406)
EL249,Elevator,Elevator Hydraulic,476,86ST-2AV-Q,86 St - Station,476,,IND-S-2AV,Manhattan,40.777145,-73.95231,01/01/2017,01/01/2017,IFIS,Installed-Functioning-In Service,17,YES,NYCT,CANTON,YES,YES,NO,NO,,,4000,Passenger,,,,Both,1,+,-,+,mezzanine to platform for service in both directions,-,,,,,"If you are on the mezzanine: Exit faregate and use elevator to exit station. Then, take a downtown M15LCL (2nd Av and 87 St) to 72 St Q Station.  If you are on the platform: Take uptown Q to 96 St and use elevators to exit station.  Then take a downtown M15 or M15SBS (2nd Av and 96 St) to 86 St.",POINT (-73.95231 40.777145)
EL708,Elevator,Elevator Hydraulic,174,JAYST-METROTECH-8AV-A/C/F,Jay St-Metro Tech - Station,636,"Jay St-MetroTech (A,C,F,R)",IND-A-8AV/FULTONST,Brooklyn,40.692417,-73.98744,05/10/2010,12/04/2010,IFIS,Installed-Functioning-In Service,17,YES,NYCT,,YES,YES,NO,NO,,,2500,Passenger,,,,Southbound,2,+,-,+,mezzanine to platform for Coney Island-bound F and Queens-bound A/C service,-,,,,,"If you are on the mezzanine: Use the elevator on the other side of the mezzanine then either: Take a Manhattan-bound A or C to Fulton St and transfer across the platform to a Brooklyn-bound A or C. Or, take a Manhattan-bound F to Broadway-Lafayette and use elevators to transfer to a Brooklyn-bound F. If you are on the Brooklyn-bound A/C/F platform: Take a Euclid Av-bound A or C to Utica Av and either: Use elevators to transfer to a Manhattan-bound A or C to Jay St-MetroTech. Or, use the elevator to exit the station and take a Downtown Brooklyn-bound B25 bus (Fulton St and Malcolm X Blvd) to Fulton St and Jay St. Or, take a Coney Island-bound F to Church Av and use elevators to transfer to a Manhattan-bound F to Jay St-MetroTech.",POINT (-73.98744 40.692417)
ES248,Escalator,Escalator,007,LEXINGTONAV/59ST-AST-N/R/Q,Lexington Av/59 St - Station,613,"Lexington Av (N,Q,R)/59 St (4,5,6)",BMT-G-ASTORIA,Manhattan,40.762234,-73.96629,10/30/1973,04/27/2003,IFIS,Installed-Functioning-In Service,22,YES,NYCT,FUJITEC,YES,,NO,NO,33',,,,,117,40,,,,,,N/R/W platform to mezzanine for 3rd Ave & 60 St exit,,,,,,,POINT (-73.96629 40.762234)
EL426,Elevator,Elevator Hydraulic,451,JUNCTIONBLVD-FLS-7,Junction Blvd - Station,451,,IRT-C-FLUSHING,Queens,40.749203,-73.869385,02/13/2007,02/13/2007,IFIS,Installed-Functioning-In Service,17,YES,NYCT,CANTON,YES,YES,NO,YES,,,2500,Passenger,,,,Southbound,1,-,-,+,overpass to Manhattan-bound platform,-,,,,,"If you are on the overpass: Take a Flushing-bound 7 to Flushing-Main St. Transfer on the same level to a Manhattan-bound 7 to Junction Blvd. If you are on the platform: Take a Manhattan-bound 7 to 74 St-Broadway, then either: Use elevators to transfer to a Flushing-bound 7 to Junction Blvd. Or, use elevators to exit the station and take an East Elmhurst-bound Q49 bus (74 St and Roosevelt Av) to 92 St and Astoria Blvd. Transfer to a Rego Park-bound Q72 bus to Roosevelt Av and Junction Blvd.",POINT (-73.869385 40.749203)
ES607X,Escalator,Escalator,163,42ST/PORTAUTHORITY-BUSTERMINAL-8AV-A/C/E,42St/Port Authority-Bus Terminal - Station,611,"Times Sq-42 St (N,Q,R,S,1,2,3,7)/42 St (A,C,E)",IND-A-8AV/FULTONST,Manhattan,40.756985,-73.98953,,06/04/2012,IFIS,Installed-Functioning-In Service,22,NO,Private Contractor,KONE,YES,,NO,NO,,,,,,,,,,,,,A/C/E intermediate mezzanine to 42 St & 8th Ave (SE corner),,,,,,,POINT (-73.98953 40.756985)
ES441,Escalator,Escalator,278,JAMAICACENTER-PARSONS/ARCHER-QBL-E/J/Z,Jamaica Center-Parsons/Archer - Station,278,,IND-D-QUEENS/ARCHERAV,Queens,40.70198,-73.801926,12/01/1988,12/04/2007,IFIS,Installed-Functioning-In Service,22,YES,NYCT,KONE,YES,,NO,NO,28',,,,,106,32in,,,,,,mezzanine (153 St & Archer Ave) to J/Z platform for Brooklyn-bound service,,,,,,,POINT (-73.801926 40.70198)
EL700X,Elevator,Elevator Hydraulic,338,ATLANTICAV-BARCLAYSCTR-EPK-2/3/4/5,Atlantic Av-Barclays Ctr - Station,617,"Atlantic Av (B,Q,2,3,4,5)/Pacific St (D,N,R)",IRT-E-EASTERNPKWY,Brooklyn,40.683388,-73.97653,10/05/2012,10/05/2012,IFIS,Installed-Functioning-In Service,17,NO,Private Contractor,KONE,YES,YES,NO,NO,,,,,,,,Northbound,2,+,-,-,Plaza entrance in front of Barclays Center to accessible passageway for access to Manhattan-bound 2/3 platform and rest of complex,+,300X,300X,,,"If you are on the street:  Cross Atlantic Av and continue north on Flatbush Av to LIRR complex. Then take the elevator to the mezzanine and proceed to the subway entrance.  If you are on the mezzanine:  Use green button on help point next to AutoGate to re-enter the station and take the ramp to uptown 2, 3. Then exit the station into the concourse of the LIRR complex and take the elevator to the street.",POINT (-73.97653 40.683388)
EL459,Elevator,Elevator Hydraulic,,,,,,,Queens,40.75381,-73.8424,06/30/2006,06/30/2006,IFIS,Installed-Functioning-In Service,17,YES,NYCT,CANTON,NO,YES,YES,NO,,,2000,Passenger Yard,,,,,,,,,"S, Lm, And Um",,,,,,,POINT (-73.8424 40.75381)
EL611,Elevator,Elevator Hydraulic,116,6AV-CNR-L,6 Av - Station,601,"14 St (F,M,1,2,3)/6 Av (L)",BMT-Q-14ST/CANARSIE,Manhattan,40.737335,-73.99679,08/19/2024,08/19/2024,IFIS,Installed-Functioning-In Service,17,YES,Third-Party Contractor,,YES,YES,YES,YES,,,,,,,,Both,1,+,+,-,Street (NE corner of 14 St and 6 Av) to F/M uptown mezzanine and L mezzanine.,-,,,,,"If you are on the street: Cross 6 Av and re-enter the station via EL612 for L, 1/2/3, and downtown F/M.  For uptown F/M service, proceed to 16 St and take a Harlem 147 St-bound M7 to 34 St to access the 34 St - Herald Sq station. If you are on the F/M uptown mezzanine: Take an uptown F/M to 34 St-Herald Sq station. Then, transfer to a downtown F/M to 14 St.  If you are on the L lower mezzanine: Use nearby EL609 to access L platform. Then, use EL610 (follow signage for 1/2/3 and downtown F/M) and EL612 to exit the station. For uptown F/M, proceed to 16 St and take a Harlem 147 St-bound M7 to 34 St to access the 34 St - Herald Sq station.",POINT (-73.99679 40.737335)
ES410,Escalator,Escalator,223,LEXINGTONAV/63ST-63S-F/Q,Lexington Av/63 St - Station,223,,IND-T-63ST,Manhattan,40.76522,-73.96749,10/01/1989,10/01/1989,RNOS,Removed-Non Functioning-Out of Service,22,YES,NYCT,OTIS,YES,,NO,NO,40',,,,,137,40,,,,,,Uptown Q/Queens-bound M platform to lower mezzanine for 63 St/Lexington Av exit.,,,,,,,POINT (-73.96749 40.76522)
EL358,Elevator,Elevator Hydraulic,120,BEDFORDAV-CNR-L,Bedford Av - Station,120,,BMT-Q-14ST/CANARSIE,Brooklyn,40.717304,-73.95687,08/05/2020,08/05/2020,IFIS,Installed-Functioning-In Service,17,YES,NYCT,,YES,YES,YES,NO,,,,,,,,Both,2,+,-,+,mezzanine to platform for service in both directions,-,,,,,"If you are on the mezzanine: use the elevator to exit the station and take a Downtown Brooklyn-bound B62 (Driggs Ave and N 6 St) to Roebling St and S 8 St. Then, for Manhattan-bound service, transfer to an Allen St-bound B39 to Delancey St and Essex St. Then transfer to a West Side-bound M14A SBS for service towards 8 Av. Or, for Canarsie-bound service, take the elevator at the Marcy Av station to take a Middle Village-bound M to Myrtle-Wyckoff Avs station. Then use elevators to transfer to the L for Canarsie-bound service. If you are at the platform: Take a Canarsie-bound L to Myrtle-Wyckoff Avs station. Then use elevators to transfer to a Manahttan-bound M to Marcy Av. Then use elevator to exit station and take a Queens-bound B62 (Broadway and Roebling St) to Bedford Av/N 8 St.",POINT (-73.95687 40.717304)
ES352,Escalator,Escalator,139,FRANKLINAV-FRK-S,Franklin Av - Station,627,"Franklin Av (C,S)",BMT-O-FRANKLINAVSHUTTLE,Brooklyn,40.680817,-73.95588,10/09/1999,12/05/2025,IFIS,Installed-Functioning-In Service,22,YES,NYCT,KONE,YES,,YES,YES,30',,,,,110,40,,,,,,Fulton St & Franklin Ave entrance to S platform for Prospect Park-bound service,,,,,,,POINT (-73.95588 40.680817)
ES300,Escalator,Escalator,230,BWAY-LAFAYETTEST-6AV-B/D/F/M,B'way-Lafayette St - Station,619,"Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)",IND-B-6AV/CULVER,Manhattan,40.725086,-73.99524,09/25/2012,09/25/2012,IFIS,Installed-Functioning-In Service,22,YES,NYCT,OK,YES,,NO,NO,23' 7 3/4in,,,,,93,1000 mm,,,,,,uptown B/D/F/M platform to uptown 6 platform and access to street,,,,,,,POINT (-73.99524 40.725086)
ES232,Escalator,Escalator,227,34ST-HERALDSQ-6AV-B/D/F,34 St-Herald Sq - Station,607,"34 St-Herald Sq (B,D,F,M,N,Q,R)",IND-B-6AV/CULVER,Manhattan,40.75006,-73.987686,12/15/1940,11/23/2006,IFIS,Installed-Functioning-In Service,22,YES,NYCT,FUJITEC,YES,,NO,NO,30',,,,,109,24,,,,,,downtown B/D/F/M platform to mezzanine for access to street and N/Q/R/W service,,,,,,,POINT (-73.987686 40.75006)
EL521,Elevator,Elevator Traction,366,PARKCHESTER-PEL-6,Parkchester - Station,366,,IRT-P-PELHAM,Bronx,40.880028,-73.88435,,01/04/2026,IFIS,Installed-Functioning-In Service,,YES,Third-Party Contractor,MODERN ELEVATOR,YES,YES,YES,YES,,28' 2 3/4in,2500,Passenger,3,,,Northbound,1,+,-,+,Center of Hugh J. Grant Circle to mezzanine and Pelham Bay Park-bound platform.,+,EL522,EL522,,,If you are on the street:  Take a Manhattan-bound 6 to Hunts Point Av and transfer to a Pelham Bay Park-bound 6.  If you are on the mezzanine: Take a Manhattan-bound 6 to Hunts Point Av and transfer to a Pelham Bay Park-bound 6.   If you are on the platform: Take a Pelham Bay Park-bound 6 to Westchester Sq – E Tremont Av and transfer to a Manhattan-bound 6 to Parkchester.,POINT (-73.88435 40.880028)
EL618,Elevator,Elevator Hydraulic,318,34ST-PENNSTATION-7AV-1/2/3,34 St-Penn Station - Station,318,,IRT-V-7AV,Manhattan,40.750523,-73.99126,01/23/2023,01/23/2023,IFIS,Installed-Functioning-In Service,17,YES,NYCT,MAE,YES,YES,YES,YES,,46' 10in,4000,Passenger,2,,,Both,1,+,-,-,street to concourse level of Penn Station for direct access to 1/2/3 service in both directions,+,34X,34X,,,From the street: Use elevator at SW corner of 34 St & 7 Av. Proceed one block north on 7 Av and turn left for EL34X at the LIRR entrance. From the concourse: Follow signs to 34 St and proceed to EL34X.,POINT (-73.99126 40.750523)
ES274,Escalator,Escalator,476,86ST-2AV-Q,86 St - Station,476,,IND-S-2AV,Manhattan,40.77729,-73.952126,01/01/2017,01/01/2017,IFIS,Installed-Functioning-In Service,22,YES,NYCT,KONE,YES,,NO,NO,4953 mm (16' 3in),,,,,75,"40in (NOMINAL), 996 mm",,,,,,lower mezzanine to platform for service in both directions,,,,,,,POINT (-73.952126 40.77729)
EL262,Elevator,Elevator Traction,477,72ST-2AV-Q,72 St - Station,477,,IND-S-2AV,Manhattan,40.768444,-73.958374,01/01/2017,01/01/2017,IFIS,Installed-Functioning-In Service,22,YES,NYCT,HOLLISTER-WHITNEY,YES,YES,YES,YES,,,4500,Passenger,,,,Both,1,+,-,-,2nd Ave & 72 St (SE corner) to mezzanine for service in both directions,+,"264, 265, 266, 267","264, 265, 266, 267",,,Use another elevator on this level.,POINT (-73.958374 40.768444)
EL299,Elevator,Elevator Traction,405,23ST-LEX-6,23 St - Station,405,,IRT-MM-LEXINGTONAV,Manhattan,40.74038,-73.986565,12/30/2016,12/30/2016,IFIS,Installed-Functioning-In Service,22,YES,NYCT,HOLLISTER-WHITNEY,YES,YES,YES,YES,,,2100,Passenger,,,,Southbound,2,-,-,+,Park Ave & 23 St (NW corner) to downtown platform,-,,,,,"If you are on the street: Cross the street and use elevator to take uptown 6 to Grand Central-42 St. Transfer to downtown 6. Or, take a downtown M1 or M55 (5 Av & 23 St) to Houston St.  Proceed 1 block east to Broadway-Lafayette Bleecker Station. (Elevator on north side of Houston St.) Or, take an uptown M1, M2 or M3 (Park Av South & E 23 St) to Madison Av & E 28 St.  Proceed east one block to Park Av and use elevator to take southbound 6. If you are at the platform: Take downtown 6 to Bleecker St. Then either: Use elevators to transfer to and uptown 6  to 23 St. Or, take an uptown M1 (Lafayette St between E. Houston St & Bleecker St) to E 23 St.",POINT (-73.986565 40.74038)
EL118,Elevator,Elevator Traction,146,181ST-8AV-A,181 St - Station,146,,IND-A-8AV/FULTONST,Manhattan,40.852814,-73.93729,06/01/1932,08/02/2020,IFIS,Installed-Functioning-In Service,22,YES,NYCT,MCE,YES,YES,NO,NO,,106' 10in,10000,Passenger,2,,,Both,2,+,+,-,Upper mezzanine (184 St & Ft Washington Av) to lower mezzanine for service in both directions.,+,,"117, 119","117, 119",,Use an adjacent elevator.,POINT (-73.93729 40.852814)
ES362X,Escalator,Escalator,412,FULTONST-LEX-4/5,Fulton St - Station,628,"Fulton St (A,C,J,Z,2,3,4,5)",IRT-M-LEXINGTONAV,Manhattan,40.7105,-74.00876,,11/10/2014,IFIS,Installed-Functioning-In Service,22,NO,Private Contractor,THYSSEN-KRUPP,YES,,NO,NO,,,,,,,,,,,,,uptown 4/5 platform level to Transit Center exit (Fulton St east of Broadway),,,,,,,POINT (-74.00876 40.7105)
ES366X,Escalator,Escalator,412,FULTONST-LEX-4/5,Fulton St - Station,628,"Fulton St (A,C,J,Z,2,3,4,5)",IRT-M-LEXINGTONAV,Manhattan,40.71032,-74.00936,,11/10/2014,IFIS,Installed-Functioning-In Service,22,NO,Private Contractor,SCHINDLER,YES,,NO,NO,,,,,,,,,,,,,lower concourse to Transit Center exit (John St east of Broadway),,,,,,,POINT (-74.00936 40.71032)
EL756,Elevator,Elevator Hydraulic,341,EASTERNPKWY-BROOKLYNMUSEUM-EPK-2/3,Eastern Pkwy-Brooklyn Museum - Station,341,,IRT-E-EASTERNPKWY,Brooklyn,40.672184,-73.96433,12/11/2020,12/11/2020,IFIS,Installed-Functioning-In Service,17,YES,NYCT,MID-AMERICAN,YES,YES,NO,NO,,,,Passenger,2,,,Northbound,1,-,+,+,Mezzanine to Manhattan-bound platform,-,,,,,"If you are on the mezzanine: Use elevator to take a New Lots-bound 3 to Crown Hts-Utica Av. Then, use elevator to transfer to a Manhattan-bound 3. Or, use elevator to take a Flatbush-bound 2 to Church Av. Then, use elevators to transfer to a Manhattan-bound 2. If you are on the platform: Take a Manhattan-bound 2 or 3 to Atlantic Av-Barclays Ctr, then either: Use elevators to transfer to a Brooklyn-bound 2 or 3 to Eastern Pkwy. Or, exit the station into the LIRR concourse and take the elevator to street. Then, take a Kings Plaza-bound B41 or B41 LTD bus (Flatbush Av and Atlantic Av) to Flatbush Av and Grand Army Plaza.",POINT (-73.96433 40.672184)
EL328,Elevator,Elevator Hydraulic,230,BWAY-LAFAYETTEST-6AV-B/D/F/M,B'way-Lafayette St - Station,619,"Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)",IND-B-6AV/CULVER,Manhattan,40.72533,-73.99549,09/25/2012,09/25/2012,IFIS,Installed-Functioning-In Service,17,YES,NYCT,CEMCO,YES,YES,YES,YES,,,2500,Passenger,,,,Both,1,-,-,+,Houston St & Lafayette St (NW corner) to downtown 6 mezzanine and access to rest of complex,-,,,,,"If you are on the street: For B/D/F/M, take a West Village-bound M21 bus (Houston St and Crosby St) to Houston St and 6 Av. Transfer to an uptown M55 bus to 3 St and 6 Av for W 4 St-Wash Sq A/C/E/B/D/F/M. For 6, take a South Ferry-bound M55 bus (Broadway and Houston St) to Walker St. Proceed to Canal St and Lafayette Av for Canal St 6. If you are on the downtown 6 mezzanine: Contact a station agent to re-enter through the faregate and take a downtown 6 to Canal St. Then use the elevator to exit the station and take an uptown M1 bus (Broome St and Centre St) to Houston St and Lafayette St.",POINT (-73.99549 40.72533)
EL216,Elevator,Elevator Hydraulic,318,34ST-PENNSTATION-7AV-1/2/3,34 St-Penn Station - Station,318,,IRT-V-7AV,Manhattan,40.750515,-73.99119,10/08/2003,01/20/2023,IFIS,Installed-Functioning-In Service,17,YES,NYCT,MAE,YES,YES,NO,NO,,19' 7-3/4in,2500,Passenger,2,,,Southbound,2,+,-,+,concourse level of Penn Station to platform for downtown 1 service,-,,,,,"If you are on the mezzanine:  Take an uptown 2 or 3 to Times Sq-42 St and use elevators to transfer to a downtown 1. If you are on the platform: Take a downtown 1 to Chambers St, then either: Use elevators to transfer to an uptown 1, 2 or 3 to 34 St-Penn Station. Or, use elevators to exit the station and take an M55 bus (Church St between Chambers St and Reade St) to 34 St. 34 St-Penn Station is located one block to the west.",POINT (-73.99119 40.750515)
ES220,Escalator,Escalator,475,96ST-2AV-Q,96 St - Station,475,,IND-S-2AV,Manhattan,40.783447,-73.94761,01/01/2017,01/01/2017,IFIS,Installed-Functioning-In Service,22,YES,NYCT,KONE,YES,,NO,NO,5042mm (16'  6 1/2in),,,,,76,1000 mm (39 3/8in),,,,,,platform to mezzanine,,,,,,,POINT (-73.94761 40.783447)
ES315,Escalator,Escalator,238,SMITH-9STS-6AV-F/G,Smith-9 Sts - Station,238,,IND-B-6AV/CULVER,Brooklyn,40.67442,-73.997154,10/07/1933,06/30/2000,RNOS,Removed-Non Functioning-Out of Service,22,YES,NYCT,KONE,YES,,NO,NO,32',,,,,110,24,,,,,,upper mezzanine to intermediate mezzanine,,,,,,,POINT (-73.997154 40.67442)
EL212,Elevator,Elevator Hydraulic,012,34ST-HERALDSQ-BWY-M/N/R/Q,34 St-Herald Sq - Station,607,"34 St-Herald Sq (B,D,F,M,N,Q,R)",BMT-A-BROADWAY/BRIGHTON,Manhattan,40.750046,-73.98779,11/22/1993,04/18/2022,IFIS,Installed-Functioning-In Service,17,YES,NYCT,MONGRAIN VERTICAL TRANSPORT,YES,YES,NO,NO,,,2000,Passenger,2,,,Northbound,3,+,-,+,mezzanine to uptown N/Q/R/W platform,-,,,,,"If you are on the mezzanine: Take a downtown N, Q, R or W to 14 St-Union Sq and use elevators to transfer to an uptown N, Q, R, or W. Or, exit station and take a northbound M5, M7, or M55 bus to 42 St and 6 Av. Times Sq-42 St is one block west. If you are on the platform: Take an uptown N, Q, R or W to Times Sq-42 St then either: Use elevators to transfer to a downtown N, Q, R or W to 34 St-Herald Sq. Or, exit station and take a southbound M20 bus (41 St and 7 Av) to 34 St and 7 Av. Transfer to eastbound M34 SBS to 34 St and Broadway.",POINT (-73.98779 40.750046)
ES273,Escalator,Escalator,476,86ST-2AV-Q,86 St - Station,476,,IND-S-2AV,Manhattan,40.77666,-73.952576,01/01/2017,01/01/2017,IFIS,Installed-Functioning-In Service,22,YES,NYCT,KONE,YES,,NO,NO,4953 mm (16' 3in),,,,,75,"40in (NOMINAL), 996 mm",,,,,,platform to lower mezzanine,,,,,,,POINT (-73.952576 40.77666)
EL344,Elevator,Elevator Traction,181,UTICAAV-8AV-A/C,Utica Av - Station,181,,IND-A-8AV/FULTONST,Brooklyn,40.679504,-73.92984,05/24/2014,05/24/2014,IFIS,Installed-Functioning-In Service,22,YES,NYCT,HOLLISTER-WHITNEY,YES,YES,YES,YES,,,2000,Passenger,,,,Both,1,+,-,-,Utica Ave & Fulton St (NW corner) to mezzanine for service in both directions,-,,,,,If you are on the street: Take a Downtown Brooklyn-bound B25 bus (Fulton St and Malcolm X Blvd) to Fulton St and Jay St for A/C service at Jay St-MetroTech station. If you are on the mezzanine: See a station agent to re-enter through the faregate and use the elevator to take a Manhattan-bound A or C to Jay St. Then use elevators to exit the station and take a Broadway Junction-bound B25 bus (Fulton St and Smith St) to Fulton St and Utica Av.,POINT (-73.92984 40.679504)
EL149,Elevator,Elevator Hydraulic,143,INWOOD-207ST-8AV-A,Inwood-207 St - Station,143,,IND-A-8AV/FULTONST,Manhattan,40.86776,-73.921005,12/30/1999,05/21/2022,IFIS,Installed-Functioning-In Service,17,YES,NYCT,CEMCO,YES,YES,NO,NO,,,2000,Passenger,2,,,Both,1,+,-,+,Mezzanine to platform for Downtown and Brooklyn-bound service.,-,,,,,"If you are on the mezzanine:  Use EL148 to exit the station and take a downtown Bx7 bus to 185 St and Broadway. Then, proceed west on 184 St to Overlook Terrace for 181 St A station.  If you are on the platform:  Take a Downtown and Brooklyn-bound A to 181 St. Then, use elevators to exit the station and take an uptown Bx7 bus (185 St and Broadway) to 204 St and Broadway.",POINT (-73.921005 40.86776)
EL204,Elevator,Elevator Hydraulic,402,GRANDCENTRAL-42ST-LEX-4/5/6,Grand Central-42 St - Station,610,"Grand Central-42 St (S,4,5,6,7)",IRT-L-LEXINGTONAV,Manhattan,40.752026,-73.977,08/01/1990,08/31/2020,IFIS,Installed-Functioning-In Service,17,YES,NYCT,CEMCO,YES,YES,YES,NO,,,2000,Passenger,,,,Both,1,+,-,-,42 St (between Park Ave & Lexington Ave) to mezzanine for 4/5/6/7 service in both directions,+,296,296,,,If you are on the street: Proceed to E. 42nd Street and Lexington Avenue and use elevator to enter station.  If you are on the mezzanine: See a station agent to re-enter faregate and proceed to other side of mezzanine. Exit through faregate and use elevator to exit station.,POINT (-73.977 40.752026)
ES231,Escalator,Escalator,227,34ST-HERALDSQ-6AV-B/D/F,34 St-Herald Sq - Station,607,"34 St-Herald Sq (B,D,F,M,N,Q,R)",IND-B-6AV/CULVER,Manhattan,40.75007,-73.9877,12/15/1940,11/23/2006,IFIS,Installed-Functioning-In Service,22,YES,NYCT,FUJITEC,YES,,NO,NO,30',,,,,109,24,,,,,,N/Q/R/W mezzanine to downtown B/D/F/M platform,,,,,,,POINT (-73.9877 40.75007)
EL711,Elevator,Elevator Hydraulic,414,BOWLINGGREEN-LEX-4/5,Bowling Green - Station,414,,IRT-M-LEXINGTONAV,Manhattan,40.704727,-74.0141,07/09/2007,07/09/2007,IFIS,Installed-Functioning-In Service,17,YES,NYCT,CEMCO,YES,YES,NO,NO,,,2100,Passenger,,,,Southbound,1,+,-,+,lower mezzanine to  Brooklyn-bound platform,+,,,,,"If you are on the lower mezzanine: Exit through the faregate and use the elevator at the other end of the mezzanine to reach the uptown platform level, then either: See a station agent to re-enter through the faregate to take an uptown 4 or 5 to Fulton St. Use elevators to transfer to a downtown 4 or 5. Or, stay on the elevator to street level and take an uptown M55 bus (State St and Bridge St) to Liberty St. Enter Fulton St 4/5 station at Broadway and Dey St via the elevator on the southwest corner. If you are on the platform: Take a Brooklyn-bound 4 or 5 to Atlantic Av-Barclays Center. Then transfer across the platform for a Manhattan-bound 4 or 5.",POINT (-74.0141 40.704727)
EL370,Elevator,Elevator Hydraulic,026,DEKALBAV-4AV-B/Q/R,DeKalb Av - Station,26,,BMT-F-4AV,Brooklyn,40.689793,-73.98112,05/02/2005,04/03/2026,IFIS,Installed-Functioning-In Service,17,YES,Third-Party Contractor,MID-AMERICAN,YES,YES,YES,YES,,17'-4 1/2in,2500,Passenger,2,,,Both,1,+,-,-,Dekalb Ave & Flatbush Ave (SW corner) and mezzanine for service in both directions,-,,,,,"If you are on the street:  For Bay Ridge-95 St-bound R service: Take a Downtown Brooklyn-bound B41, B45, B67 bus to Livingston St & Jay St. Proceed north along Jay St and enter the Jay St – MetroTech station for Bay Ridge-95 St-bound R. Alternatively, proceed to Nevins St and Livingston St and take a Canarsie-bound B103 bus to 4 Av / Dean St. Enter the Atlantic Av-Barclays Center station via EL301 and take a Bay Ridge-95 St-bound R.  For Brighton Beach/Coney Island B/Q service:  Take a Downtown Brooklyn-bound B41, B45, B67 bus to Livingston St & Jay St. Proceed north along Jay St and enter the Jay St – MetroTech station. Take a Bay Ridge – 95 St-bound R to DeKalb Av and transfer cross platform for onward B, Q service. For northbound service: For Manhattan-bound B:  Take a Downtown Brooklyn-bound B41, B45, B67 bus to Livingston St & Jay St. Proceed north along Jay St and enter the Jay St – MetroTech station. Take a Bay Ridge – 95 St-bound R to DeKalb Av and transfer to a Brighton Beach-bound B or Coney Island-bound Q. Transfer at Atlantic Av to a Manhattan-bound B or Q.  For Manhattan-bound R/Q:  Take a Downtown Brooklyn-bound B41, B45, B67 bus to Livingston St & Jay St. Proceed north along Jay St and enter the Jay St – MetroTech station for Manhattan-bound R. Transfer at 14 St – Union Sq for onward Q service.  If you are on the mezzanine: Take a Bay Riddge-95 St-bound R to Atlantic Av-Barclays Ctr. Exit the station and proceed north along 4 Av and then north along Flatbush Av to DeKalb Av.",POINT (-73.98112 40.689793)
EL361,Elevator,Elevator Hydraulic,079,86ST-SEA-N,86 St - Station,79,,BMT-CI-CONEYISLANDYD,Brooklyn,40.588165,-73.97607,11/20/1994,11/20/1994,IFIS,Installed-Functioning-In Service,17,YES,NYCT,ESCO,NO,NO,NO,NO,,,2500,Passenger Yard,,,,,,,,,Passenger Yard Elevator At Coney Island Yard,,,,,,,POINT (-73.97607 40.588165)
